iter	Passed	Remaining
226	2564	8731
227	2576	8724
228	2591	8723
229	2603	8716
230	2612	8698
231	2623	8684
232	2633	8669
233	2641	8648
234	2654	8640
235	2670	8643
236	2681	8634
237	2692	8620
238	2705	8615
239	2718	8607
240	2727	8588
241	2741	8587
242	2755	8585
243	2768	8578
244	2779	8565
245	2791	8554
246	2803	8548
247	2817	8542
248	2831	8538
249	2840	8521
250	2850	8507
251	2861	8492
252	2874	8485
253	2886	8478
254	2900	8474
255	2912	8464
256	2922	8450
257	2935	8443
258	2948	8434
259	2959	8423
260	2970	8410
261	2986	8413
262	2999	8406
263	3013	8401
264	3026	8392
265	3035	8377
266	3047	8365
267	3058	8352
268	3066	8333
269	3078	8324
270	3092	8319
271	3101	8300
272	3112	8289
273	3123	8276
274	3134	8264
275	3147	8255
276	3161	8251
277	3174	8244
278	3184	8230
279	3196	8220
280	3210	8214
281	3221	8201
282	3232	8189
283	3244	8180
284	3254	8164
285	3266	8154
286	3279	8147
287	3292	8140
288	3304	8129
289	3314	8115
290	3327	8106
291	3340	8099
292	3352	8088
293	3362	8074
294	3374	8065
295	3387	8057
296	3398	8043
297	3411	8036
298	3422	8023
299	3429	8002
300	3440	7989
301	3449	7973
302	3458	7955
303	3468	7940
304	3476	7920
305	3486	7907
306	3494	7887
307	3505	7875
308	3512	7854
309	3523	7842
310	3533	7828
311	3541	7808
312	3552	7797
313	3560	7778
314	3571	7766
315	3580	7750
316	3588	7732
317	3599	7719
318	3607	7701
319	3618	7688
320	3626	7670
321	3636	7657
322	3647	7645
323	3655	7627
324	3666	7614
325	3674	7596
326	3685	7585
327	3695	7570
328	3703	7552
329	3713	7539
330	3720	7520
331	3731	7507
332	3738	7488
333	3750	7478
334	3761	7467
335	3769	7448
336	3780	7437
337	3788	7419
338	3798	7407
339	3808	7392
340	3818	7379
341	3829	7367
342	3837	7350
343	3848	7338
344	3858	7324
345	3866	7308
346	3876	7295
347	3884	7278
348	3894	7264
349	3902	7247
350	3913	7235
351	3923	7223
352	3931	7206
353	3942	7195
354	3950	7177
355	3961	7165
356	3969	7149
357	3979	7135
358	3989	7122
359	3996	7104
360	4006	7092
361	4014	7075
362	4025	7064
363	4043	7065
364	4054	7053
365	4063	7038
366	4074	7027
367	4083	7013
368	4092	6999
369	4103	6986
370	4111	6969
371	4121	6957
372	4128	6939
373	4139	6928
374	4149	6915
375	4162	6907
376	4175	6900
377	4189	6893
378	4201	6884
379	4210	6870
380	4224	6862
381	4239	6858
382	4253	6852
383	4265	6842
384	4276	6831
385	4289	6822
386	4302	6815
387	4316	6808
388	4326	6795
389	4340	6788
390	4352	6779
391	4365	6770
392	4375	6757
393	4388	6749
394	4399	6738
395	4407	6722
396	4419	6712
397	4432	6704
398	4444	6694
399	4454	6681
400	4466	6672
401	4480	6665
402	4490	6652
403	4504	6644
404	4517	6636
405	4529	6627
406	4538	6612
407	4550	6603
408	4563	6594
409	4573	6581
410	4586	6572
411	4599	6564
412	4612	6555
413	4620	6539
414	4631	6528
415	4644	6520
416	4657	6512
417	4665	6496
418	4676	6483
419	4683	6468
420	4695	6457
421	4708	6449
422	4718	6436
423	4731	6428
424	4744	6419
425	4756	6408
426	4768	6399
427	4779	6387
428	4793	6379
429	4806	6371
430	4817	6360
431	4830	6350
432	4842	6341
433	4856	6333
434	4867	6322
435	4881	6315
436	4890	6300
437	4901	6288
438	4910	6275
439	4922	6264
440	4937	6258
441	4951	6250
442	4966	6244
443	4979	6235
444	4987	6220
445	5003	6214
446	5016	6205
447	5029	6197
448	5043	6189
449	5054	6177
450	5069	6171
451	5081	6160
452	5098	6156
453	5115	6152
454	5133	6148
455	5149	6143
456	5162	6134
457	5171	6120
458	5179	6104
459	5193	6096
460	5204	6084
461	5213	6071
462	5226	6062
463	5241	6054
464	5253	6044
465	5265	6033
466	5277	6023
467	5292	6015
468	5305	6006
469	5316	5995
470	5332	5988
471	5352	5987
472	5370	5984
473	5379	5969
474	5392	5959
475	5403	5948
476	5411	5933
477	5423	5922
478	5434	5910
479	5443	5896
480	5454	5885
481	5465	5873
482	5474	5860
483	5487	5850
484	5496	5836
485	5506	5823
486	5518	5813
487	5526	5798
488	5538	5787
489	5549	5776
490	5557	5761
491	5570	5751
492	5581	5739
493	5589	5725
494	5601	5714
495	5609	5699
496	5620	5688
497	5633	5678
498	5641	5664
499	5654	5654
500	5666	5643
501	5674	5628
502	5684	5617
503	5694	5604
504	5702	5589
505	5712	5576
506	5720	5562
507	5734	5553
508	5750	5547
509	5769	5542
510	5778	5529
511	5785	5514
512	5796	5503
513	5805	5488
514	5816	5477
515	5826	5465
516	5835	5451
517	5846	5440
518	5853	5424
519	5866	5415
520	5879	5405
521	5891	5395
522	5900	5381
523	5911	5370
524	5919	5355
525	5932	5346
526	5944	5335
527	5952	5321
528	5962	5308
529	5972	5296
530	5979	5281
531	5989	5269
532	5997	5254
533	6009	5244
534	6021	5233
535	6042	5230
536	6063	5227
537	6082	5223
538	6098	5215
539	6113	5207
540	6125	5196
541	6140	5189
542	6148	5174
543	6170	5172
544	6181	5160
545	6196	5152
546	6214	5146
547	6233	5141
548	6243	5128
549	6255	5118
550	6271	5110
551	6278	5095
552	6291	5085
553	6303	5074
554	6314	5062
555	6322	5049
556	6334	5037
557	6342	5023
558	6355	5013
559	6368	5003
560	6379	4992
561	6388	4978
562	6400	4968
563	6411	4956
564	6419	4942
565	6430	4930
566	6438	4916
567	6449	4905
568	6459	4892
569	6467	4879
570	6477	4866
571	6486	4853
572	6496	4841
573	6505	4827
574	6517	4817
575	6530	4807
576	6542	4796
577	6554	4785
578	6576	4781
579	6586	4769
580	6603	4762
581	6617	4753
582	6632	4743
583	6645	4734
584	6657	4722
585	6667	4710
586	6684	4703
587	6728	4714
588	6747	4708
589	6770	4705
590	6788	4698
591	6800	4686
592	6818	4680
593	6830	4668
594	6845	4659
595	6859	4649
596	6869	4637
597	6885	4628
598	6898	4617
599	6913	4608
600	6933	4602
601	6947	4593
602	6971	4589
603	6982	4577
604	6998	4569
605	7015	4561
606	7033	4553
607	7050	4545
608	7061	4533
609	7075	4523
610	7092	4515
611	7110	4507
612	7121	4495
613	7134	4485
614	7149	4475
615	7168	4468
616	7180	4457
617	7196	4448
618	7207	4436
619	7221	4426
620	7240	4418
621	7254	4408
622	7266	4397
623	7284	4389
624	7300	4380
625	7314	4370
626	7322	4356
627	7334	4344
628	7349	4334
629	7361	4323
630	7378	4314
631	7387	4301
632	7404	4292
633	7419	4283
634	7433	4272
635	7449	4263
636	7460	4251
637	7477	4242
638	7489	4231
639	7506	4222
640	7527	4215
641	7543	4206
642	7563	4199
643	7576	4188
644	7592	4178
645	7600	4165
646	7619	4156
647	7632	4146
648	7652	4138
649	7662	4125
650	7670	4112
651	7685	4102
652	7697	4090
653	7713	4080
654	7728	4070
655	7751	4064
656	7769	4055
657	7787	4047
658	7799	4035
659	7822	4029
660	7839	4020
661	7859	4012
662	7875	4003
663	7894	3994
664	7914	3986
665	7926	3975
666	7942	3965
667	7956	3954
668	7969	3942
669	7984	3932
670	7999	3922
671	8018	3914
672	8030	3902
673	8048	3892
674	8056	3879
675	8072	3868
676	8089	3859
677	8102	3848
678	8111	3834
679	8128	3825
680	8136	3811
681	8149	3799
682	8162	3788
683	8170	3774
684	8185	3764
685	8201	3754
686	8213	3742
687	8222	3728
688	8230	3714
689	8240	3702
690	8248	3688
691	8259	3676
692	8267	3662
693	8278	3650
694	8289	3637
695	8296	3623
696	8307	3611
697	8315	3598
698	8327	3585
699	8338	3573
700	8346	3560
701	8357	3547
702	8365	3534
703	8376	3521
704	8386	3509
705	8394	3495
706	8403	3482
707	8411	3469
708	8423	3457
709	8431	3443
710	8442	3431
711	8452	3418
712	8462	3406
713	8475	3394
714	8487	3383
715	8497	3370
716	8509	3358
717	8526	3348
718	8541	3338
719	8561	3329
720	8586	3322
721	8601	3312
722	8616	3301
723	8624	3287
724	8636	3275
725	8648	3263
726	8658	3251
727	8672	3240
728	8684	3228
729	8695	3216
730	8705	3203
731	8723	3193
732	8736	3182
733	8744	3169
734	8761	3159
735	8780	3149
736	8788	3136
737	8802	3124
738	8814	3113
739	8822	3099
740	8837	3088
741	8849	3077
742	8859	3064
743	8872	3052
744	8883	3040
745	8901	3030
746	8921	3021
747	8943	3013
748	8962	3003
749	8977	2992
750	8998	2983
751	9019	2974
752	9050	2968
753	9068	2958
754	9091	2950
755	9114	2941
756	9133	2931
757	9147	2920
758	9161	2908
759	9170	2895
760	9186	2885
761	9196	2872
762	9207	2859
763	9222	2848
764	9230	2835
765	9243	2823
766	9256	2812
767	9265	2798
768	9283	2788
769	9293	2775
770	9305	2764
771	9321	2752
772	9329	2739
773	9343	2728
774	9361	2717
775	9374	2705
776	9383	2693
777	9399	2682
778	9407	2668
779	9418	2656
780	9434	2645
781	9442	2632
782	9453	2619
783	9469	2608
784	9477	2595
785	9492	2584
786	9512	2574
787	9520	2561
788	9530	2548
789	9538	2535
790	9547	2522
791	9565	2512
792	9577	2500
793	9589	2487
794	9603	2476
795	9613	2463
796	9629	2452
797	9637	2439
798	9651	2428
799	9665	2416
800	9673	2403
801	9693	2393
802	9703	2380
803	9716	2368
804	9731	2357
805	9741	2344
806	9758	2333
807	9769	2321
808	9789	2311
809	9806	2300
810	9822	2289
811	9838	2277
812	9853	2266
813	9868	2254
814	9884	2243
815	9904	2233
816	9921	2222
817	9936	2210
818	9953	2199
819	9968	2188
820	9983	2176
821	10000	2165
822	10021	2155
823	10037	2144
824	10056	2133
825	10076	2122
826	10090	2110
827	10108	2099
828	10123	2088
829	10146	2078
830	10160	2066
831	10185	2056
832	10203	2045
833	10222	2034
834	10237	2023
835	10258	2012
836	10266	1999
837	10283	1987
838	10306	1977
839	10327	1967
840	10342	1955
841	10358	1943
842	10371	1931
843	10387	1919
844	10405	1908
845	10418	1896
846	10436	1885
847	10451	1873
848	10468	1861
849	10484	1850
850	10501	1838
851	10518	1827
852	10534	1815
853	10550	1803
854	10564	1791
855	10580	1779
856	10605	1769
857	10623	1758
858	10640	1746
859	10656	1734
860	10673	1723
861	10690	1711
862	10707	1699
863	10726	1688
864	10740	1676
865	10754	1664
866	10771	1652
867	10791	1641
868	10808	1629
869	10825	1617
870	10844	1606
871	10857	1593
872	10876	1582
873	10890	1570
874	10906	1558
875	10922	1546
876	10941	1534
877	10957	1522
878	10975	1510
879	10990	1498
880	11004	1486
881	11023	1474
882	11047	1463
883	11062	1451
884	11079	1439
885	11096	1427
886	11113	1415
887	11129	1403
888	11151	1392
889	11178	1381
890	11211	1371
891	11234	1360
892	11252	1348
893	11272	1336
894	11290	1324
895	11305	1312
896	11324	1300
897	11338	1287
898	11357	1275
899	11373	1263
900	11390	1251
901	11409	1239
902	11424	1227
903	11443	1215
904	11457	1202
905	11478	1190
906	11496	1178
907	11514	1166
908	11530	1154
909	11548	1142
910	11567	1130
911	11587	1118
912	11605	1105
913	11629	1094
914	11639	1081
915	11659	1069
916	11681	1057
917	11705	1045
918	11724	1033
919	11745	1021
920	11761	1008
921	11789	997
922	11801	984
923	11825	972
924	11840	960
925	11866	948
926	11879	935
927	11903	923
928	11914	910
929	11939	898
930	11961	886
931	11975	873
932	11989	860
933	12011	848
934	12034	836
935	12047	823
936	12067	811
937	12081	798
938	12099	786
939	12118	773
940	12136	760
941	12152	748
942	12169	735
943	12184	722
944	12200	710
945	12216	697
946	12236	684
947	12252	672
948	12268	659
949	12286	646
950	12306	634
951	12319	621
952	12336	608
953	12361	596
954	12385	583
955	12407	571
956	12418	557
957	12440	545
958	12455	532
959	12478	519
960	12496	507
961	12513	494
962	12532	481
963	12549	468
964	12573	456
965	12586	442
966	12604	430
967	12638	417
968	12657	404
969	12677	392
970	12697	379
971	12713	366
972	12733	353
973	12745	340
974	12770	327
975	12780	314
976	12807	301
977	12832	288
978	12855	275
979	12873	262
980	12888	249
981	12904	236
982	12922	223
983	12935	210
984	12949	197
985	12969	184
986	12986	171
987	13002	157
988	13015	144
989	13024	131
990	13039	118
991	13057	105
992	13073	92
993	13093	79
994	13109	65
995	13126	52
996	13135	39
997	13152	26
998	13169	13
999	13185	0
