iter	MultiClass
334	0.1454310895
335	0.1453219282
336	0.1452153565
337	0.1447816112
338	0.1445962747
339	0.1442932174
340	0.1440938465
341	0.1438814035
342	0.1436517373
343	0.1433594684
344	0.143222518
345	0.1429053987
346	0.1426335834
347	0.1424664374
348	0.1422293691
349	0.1419610877
350	0.1410127896
351	0.140852797
352	0.1405102369
353	0.1403693322
354	0.1401960132
355	0.1399501995
356	0.1397272971
357	0.1394205205
358	0.1392440965
359	0.1389422836
360	0.1386922799
361	0.13857382
362	0.1382403703
363	0.1379830194
364	0.1376403933
365	0.1374629604
366	0.137327427
367	0.1368323643
368	0.1366811525
369	0.1364319865
370	0.1363055336
371	0.136223999
372	0.1359734135
373	0.1358090959
374	0.1354530739
375	0.135404087
376	0.1351877441
377	0.1350926231
378	0.1347856727
379	0.1345101854
380	0.1343781169
381	0.1342540103
382	0.133798295
383	0.1335462198
384	0.1332832541
385	0.1331265331
386	0.1327930285
387	0.1325639778
388	0.1323221985
389	0.1322047528
390	0.1320470346
391	0.1316243021
392	0.1310009116
393	0.1308261713
394	0.1304774999
395	0.1302323158
396	0.1300977262
397	0.1297615613
398	0.1295668609
399	0.1293380452
400	0.1288705518
401	0.1286881798
402	0.1285209214
403	0.1283654282
404	0.1282122543
405	0.1280781891
406	0.1278492204
407	0.1275563171
408	0.1273185664
409	0.1271790049
410	0.1268744159
411	0.1266858778
412	0.1265307651
413	0.1262114423
414	0.1261499363
415	0.1258052993
416	0.1254171085
417	0.1252723132
418	0.1250890495
419	0.1248016414
420	0.1247368961
421	0.1245859165
422	0.1243743027
423	0.1240317012
424	0.1237548302
425	0.1236257314
426	0.1234585884
427	0.1232140848
428	0.122969041
429	0.1227232143
430	0.1226018874
431	0.1223657861
432	0.1222805591
433	0.1220468781
434	0.1216923248
435	0.1215264332
436	0.1213705698
437	0.1211558005
438	0.1208315502
439	0.1205266692
440	0.1203719467
441	0.1200683564
442	0.1198386022
443	0.1196500266
444	0.1194951852
445	0.1193087458
446	0.1190680925
447	0.1187869908
448	0.1186404091
449	0.1183079591
450	0.1181138679
451	0.1179046016
452	0.1178062543
453	0.1175919077
454	0.1172736724
455	0.1171365452
456	0.1169556266
457	0.1167945876
458	0.1166131553
459	0.1164492926
460	0.1163164394
461	0.1162590836
462	0.1161326111
463	0.1158203236
464	0.1157088059
465	0.1155677198
466	0.1153564355
467	0.1148397249
468	0.1147659214
469	0.1144206632
470	0.1143597688
471	0.1141833219
472	0.1140396057
473	0.1138838181
474	0.1138354874
475	0.1136950585
476	0.1135378513
477	0.1134100282
478	0.1132589897
479	0.1131458141
480	0.1126686566
481	0.1123691432
482	0.1123061824
483	0.1120611161
484	0.1119298583
485	0.1118164546
486	0.1116250418
487	0.1115393044
488	0.111422483
489	0.111314533
490	0.1108578782
491	0.1107901673
492	0.110640016
493	0.1104064089
494	0.1102190531
495	0.1100886091
496	0.1096961371
497	0.1095499914
498	0.1092669252
499	0.1088485863
500	0.108738545
501	0.1085969935
502	0.1084703951
503	0.1083409767
504	0.108084231
505	0.1079765615
506	0.1078260092
507	0.1077652189
508	0.1075826217
509	0.1074380582
510	0.1072316143
511	0.1071914014
512	0.1069950886
513	0.106740131
514	0.1064226065
515	0.1063322937
516	0.106169015
517	0.1059631485
518	0.1059133022
519	0.1056689786
520	0.1054221066
521	0.1053220084
522	0.1052527425
523	0.1049711401
524	0.1049342706
525	0.1047334725
526	0.1046671434
527	0.1045298899
528	0.1043807214
529	0.1042380279
530	0.1040444671
531	0.1039281619
532	0.1037090097
533	0.1036011586
534	0.1035413614
535	0.1033404815
536	0.1032897845
537	0.1031965025
538	0.1029270898
539	0.1028571737
540	0.102786431
541	0.1025031765
542	0.1024353697
543	0.1023091944
544	0.1020054269
545	0.1018517035
546	0.1015661499
547	0.1014446815
548	0.1012997071
549	0.1012392052
550	0.1011087245
551	0.100919489
552	0.1008006118
553	0.1007030604
554	0.1006490506
555	0.1005096856
556	0.1004665883
557	0.1003653456
558	0.100255444
559	0.1001112864
560	0.1000203625
561	0.09991844956
562	0.09967435795
563	0.09956312097
564	0.09936257764
565	0.09927978664
566	0.09918989893
567	0.09909979986
568	0.09895717244
569	0.09883799312
570	0.0986594351
571	0.09861765505
572	0.09851212096
573	0.09846086911
574	0.09836033695
575	0.09828385009
576	0.0981640267
577	0.09802346394
578	0.09788356195
579	0.09782094065
580	0.09771441437
581	0.09763125291
582	0.09755450889
583	0.09735713212
584	0.09712333722
585	0.09687548148
586	0.09672863035
587	0.09666213809
588	0.09658572401
589	0.09649512108
590	0.09636111623
591	0.09623432696
592	0.09616520804
593	0.09603099723
594	0.09583874153
595	0.0956239012
596	0.0953310775
597	0.09511557368
598	0.09503486219
599	0.09489010904
600	0.09479192601
601	0.09469134153
602	0.09453779501
603	0.09444004627
604	0.09436393725
605	0.09428480317
606	0.09416443628
607	0.09383028224
608	0.09375066374
609	0.09358609636
610	0.09324474476
611	0.09305654811
612	0.09297913077
613	0.09283479886
614	0.09269684149
615	0.09258148371
616	0.09244293194
617	0.09236369893
618	0.09223147103
619	0.0921234236
620	0.09199232886
621	0.09185174034
622	0.09178656852
623	0.09169648414
624	0.09149666615
625	0.09138244771
626	0.09123917114
627	0.09115633691
628	0.0910478215
629	0.09093780144
630	0.09082970457
631	0.09056681086
632	0.09044249145
633	0.0904038237
634	0.09021008376
635	0.0901389169
636	0.09001635781
637	0.08991279474
638	0.08976042798
639	0.08959963197
640	0.08940047127
641	0.0893323299
642	0.08905045509
643	0.08888638751
644	0.08879478777
645	0.08869291895
646	0.08856746988
647	0.08842793237
648	0.08837337551
649	0.08830137863
650	0.08814098128
651	0.08809293575
652	0.08777501317
653	0.08765595397
654	0.08759545886
655	0.0875267916
656	0.08742226191
657	0.08726480219
658	0.08720616936
659	0.08712091945
660	0.08692110934
661	0.0867755449
662	0.08656233509
663	0.08646875255
664	0.08640721662
665	0.0863065874
666	0.08616519334
667	0.08605014382
668	0.0860090605
669	0.08596003079
670	0.08588737468
671	0.08578461051
672	0.08571966108
673	0.0856643677
674	0.0855398949
675	0.0853374012
676	0.08524064127
677	0.08514474744
678	0.08505189777
679	0.08466893042
680	0.08455609797
681	0.08434585223
682	0.08423293235
683	0.08408387576
684	0.08399469912
685	0.08391821061
686	0.08374149542
687	0.0836687831
688	0.08355452315
689	0.08347387965
690	0.08341097823
691	0.08331773149
692	0.08322712178
693	0.08313049637
694	0.0830374546
695	0.08296209366
696	0.08285297112
697	0.08273389165
698	0.08261254298
699	0.08246712747
700	0.08235724815
701	0.08229302873
702	0.08214485041
703	0.08189649249
704	0.08183925383
705	0.08174313533
706	0.08160866166
707	0.08145821495
708	0.08135875679
709	0.08128602354
710	0.08096718364
711	0.08087173826
712	0.08069844544
713	0.08064885173
714	0.08057049982
715	0.08037790253
716	0.0802060185
717	0.08000396105
718	0.07993878783
719	0.07976685032
720	0.07969896141
721	0.07962982474
722	0.07952130389
723	0.0793959911
724	0.07932614416
725	0.07928094236
726	0.07918586715
727	0.07906207197
728	0.07903162796
729	0.07891977442
730	0.07885991681
731	0.0788280868
732	0.07875307415
733	0.07860692871
734	0.0785353388
735	0.07846846228
736	0.07838633642
737	0.07834324028
738	0.07829902597
739	0.07817327262
740	0.07809494707
741	0.07804996307
742	0.07798382162
743	0.07779305468
744	0.07768132521
745	0.07764309322
746	0.07761933387
747	0.07752207729
748	0.07738063664
749	0.07729196113
750	0.07719728558
751	0.07713124558
752	0.07706380323
753	0.07688121481
754	0.07682832208
755	0.07677545552
756	0.0767153028
757	0.07659375782
758	0.07653801774
759	0.07645728731
760	0.07639753192
761	0.07633472373
762	0.07615149242
763	0.07611607168
764	0.07603053249
765	0.07596165617
766	0.07588857783
767	0.07583235587
768	0.0757821344
769	0.07573825609
770	0.07558329107
771	0.07552899177
772	0.07548316151
773	0.0754252473
774	0.075299955
775	0.07526087227
776	0.07520318876
777	0.07506849287
778	0.07500249045
779	0.07491818277
780	0.07484773494
781	0.07479972296
782	0.07474145008
783	0.0746863864
784	0.07456075992
785	0.0744477572
786	0.07439893667
787	0.0743206437
788	0.07422149091
789	0.07416042716
790	0.0741067828
791	0.07402139996
792	0.07394111276
793	0.07390575916
794	0.07372978016
795	0.07362496608
796	0.07358417908
797	0.07351852803
798	0.07346298354
799	0.07335157057
800	0.07321207086
801	0.07302223695
802	0.07294798807
803	0.07287257037
804	0.07282107803
805	0.07269529372
806	0.07258313963
807	0.07254273817
808	0.07244151901
809	0.07235577576
810	0.07227566691
811	0.07223607014
812	0.0721878524
813	0.07202059701
814	0.07191059472
815	0.07185559748
816	0.07167813497
817	0.07163493793
818	0.0715938414
819	0.07155083608
820	0.07144667623
821	0.07137743453
822	0.07126167043
823	0.07114873119
824	0.07110651539
825	0.0710171313
826	0.07096231517
827	0.07091692223
828	0.0708519516
829	0.07070565769
830	0.0705871283
831	0.07054173477
832	0.07046122017
833	0.07040526804
834	0.07034822111
835	0.07033306303
836	0.07023173335
837	0.07016038906
838	0.07006965498
839	0.06999131631
840	0.06992219971
841	0.06985572384
842	0.06981727282
843	0.0696821285
844	0.06959721227
845	0.06952072613
846	0.06947357904
847	0.06937123363
848	0.06926840782
849	0.06914769643
850	0.06896407211
851	0.06889716593
852	0.06884421685
853	0.06877983242
854	0.06869783643
855	0.06862548578
856	0.06859057709
857	0.06849435264
858	0.06840710102
859	0.06836879731
860	0.06832180247
861	0.06825746784
862	0.06818215993
863	0.06810741134
864	0.06801688717
865	0.06793782059
866	0.06789636173
867	0.06783197179
868	0.06776951813
869	0.06767465423
870	0.06761853091
871	0.06756872466
872	0.06748236962
873	0.06742959887
874	0.06735552014
875	0.06728167376
876	0.06719161432
877	0.06713298837
878	0.06702615872
879	0.06693355333
880	0.06688301251
881	0.06682374747
882	0.06674615022
883	0.06669147761
884	0.06659610684
885	0.06652996766
886	0.06650676754
887	0.06646882349
888	0.06643850175
889	0.06636117635
890	0.06633077737
891	0.06630191894
892	0.06622267016
893	0.06615697304
894	0.06608934267
895	0.06603279316
896	0.06595797299
897	0.06591777911
898	0.06586895068
899	0.06579850507
900	0.06572937638
901	0.06568232105
902	0.06549151825
903	0.065419402
904	0.06530921815
905	0.06519463843
906	0.06516524954
907	0.06505357842
908	0.06498812285
909	0.06487845417
910	0.06481365234
911	0.06473586647
912	0.0646611517
913	0.06459527447
914	0.06446258867
915	0.06443246205
916	0.06437287234
917	0.0641811281
918	0.06413584435
919	0.06409176219
920	0.06405804705
921	0.06397027513
922	0.06387883579
923	0.06382243157
924	0.06375312613
925	0.06373116355
926	0.06352608327
927	0.06349800006
928	0.06345764144
929	0.06340237794
930	0.06329458266
931	0.06324029986
932	0.06319136934
933	0.06311748706
934	0.06305940366
935	0.06297578239
936	0.06294340159
937	0.0628653988
938	0.06284213299
939	0.06275104848
940	0.06274298836
941	0.06266361787
942	0.06260216135
943	0.06257442204
944	0.06252952004
945	0.06245572938
946	0.06238933742
947	0.06227705515
948	0.06223585034
949	0.06208977737
950	0.06189292807
951	0.06185972495
952	0.0617614118
953	0.061702224
954	0.06161896643
955	0.06153810927
956	0.06151007667
957	0.06140748043
958	0.06131920431
959	0.06123133755
960	0.06109249805
961	0.06106718426
962	0.06101659791
963	0.06094684791
964	0.06085681612
965	0.0608048442
966	0.06077274316
967	0.06073185021
968	0.06058862026
969	0.06053591035
970	0.06045566262
971	0.06043520538
972	0.06037212703
973	0.06031401099
974	0.06028317626
975	0.06026285064
976	0.06024045625
977	0.0601933665
978	0.06016372641
979	0.0600652708
980	0.06001012646
981	0.05990326596
982	0.05985400405
983	0.05979993709
984	0.05973409743
985	0.05968820885
986	0.0596725735
987	0.05959814632
988	0.05947803349
989	0.05943946458
990	0.05940529457
991	0.05936981588
992	0.05933632003
993	0.05929485505
994	0.05925370626
995	0.05918545456
996	0.05907346447
997	0.05903043473
998	0.05898991135
999	0.05892288609
