iter	MultiClass
573	0.06850243397
574	0.06818576673
575	0.06806227048
576	0.06792397453
577	0.0678257291
578	0.06772016135
579	0.06753803403
580	0.06747004638
581	0.06735120427
582	0.06720153921
583	0.06700165471
584	0.06686537952
585	0.06675855596
586	0.06664775269
587	0.0665852387
588	0.06645857157
589	0.06636436788
590	0.06626991618
591	0.06611161703
592	0.06597594603
593	0.06588403824
594	0.06581004163
595	0.06544775664
596	0.06528440824
597	0.06521574109
598	0.0650648935
599	0.06494938215
600	0.06484158538
601	0.06472945354
602	0.06463828032
603	0.06451864681
604	0.06446242378
605	0.06426530254
606	0.064077566
607	0.06395048423
608	0.06381357829
609	0.06370177583
610	0.06350959442
611	0.06333532923
612	0.06321953905
613	0.06310989991
614	0.06303287941
615	0.06280004566
616	0.06266220923
617	0.06259119688
618	0.06245136134
619	0.06238094673
620	0.0622634292
621	0.06202807913
622	0.06195286352
623	0.06187823128
624	0.06173607614
625	0.06164541187
626	0.06153643503
627	0.06143839089
628	0.06132887576
629	0.06122902055
630	0.06112028481
631	0.0610066125
632	0.06082555756
633	0.06071836862
634	0.0606400472
635	0.06058978466
636	0.06052769133
637	0.06042292558
638	0.06037849046
639	0.06029787427
640	0.06004635835
641	0.05978342261
642	0.05964363605
643	0.05954971559
644	0.05948380547
645	0.05939307145
646	0.05932970057
647	0.05927188936
648	0.05915575604
649	0.05906209306
650	0.05890525969
651	0.05882541028
652	0.05877881949
653	0.05865357686
654	0.05848675647
655	0.0583372974
656	0.05826713371
657	0.05811363258
658	0.05796620554
659	0.05783718376
660	0.05763178631
661	0.05750448178
662	0.05737335839
663	0.05730168435
664	0.05715662512
665	0.0570553272
666	0.0569572937
667	0.05686053727
668	0.05677906938
669	0.05671785063
670	0.05667969521
671	0.05656363047
672	0.05645282711
673	0.05639489593
674	0.05631334681
675	0.05618590464
676	0.0560962475
677	0.0560333557
678	0.05597784056
679	0.05591521556
680	0.05584840441
681	0.05565873723
682	0.05553498251
683	0.055438551
684	0.05535816368
685	0.0553220155
686	0.05524901866
687	0.05515614791
688	0.05511437951
689	0.05503407593
690	0.05497333012
691	0.05486116149
692	0.0548113044
693	0.05477560474
694	0.05468018562
695	0.05461220241
696	0.05450996372
697	0.05440315818
698	0.05435643693
699	0.05426940619
700	0.05417422214
701	0.05412074858
702	0.05398804616
703	0.05386994991
704	0.05374375246
705	0.05370774021
706	0.05361324527
707	0.0535223268
708	0.05338816492
709	0.05329439178
710	0.05320225772
711	0.0531808999
712	0.05308530932
713	0.05302540612
714	0.05287640646
715	0.05283337446
716	0.05275930074
717	0.05267018221
718	0.05253389394
719	0.05237946764
720	0.05235163979
721	0.05228741669
722	0.05219927161
723	0.0521208859
724	0.05196297812
725	0.0519206442
726	0.05186349004
727	0.0517627604
728	0.05168869804
729	0.05162228589
730	0.05154203335
731	0.05147147631
732	0.05139113441
733	0.05126666637
734	0.05119267031
735	0.05111060299
736	0.05105058256
737	0.05092312952
738	0.05081483966
739	0.05076859271
740	0.05066068145
741	0.05053678952
742	0.05049093524
743	0.05037945195
744	0.05029773744
745	0.05022023632
746	0.05014058702
747	0.0500989263
748	0.04996590749
749	0.04986971211
750	0.04979385618
751	0.04969088788
752	0.04965208997
753	0.04955163544
754	0.04945803402
755	0.04941141479
756	0.04930853867
757	0.04908645465
758	0.04903275946
759	0.04894275507
760	0.04886996587
761	0.04877765137
762	0.04862847164
763	0.04859302917
764	0.04857174854
765	0.04852106241
766	0.04848125691
767	0.04836356831
768	0.04831473095
769	0.0482500995
770	0.04812918491
771	0.04799471027
772	0.04795811893
773	0.04791201422
774	0.04782510354
775	0.04773216156
776	0.04763397946
777	0.04759853769
778	0.04752756496
779	0.04742236815
780	0.04737552744
781	0.04722347975
782	0.04717472099
783	0.04714209612
784	0.04706334478
785	0.04697784129
786	0.04689145979
787	0.04684851815
788	0.04679277294
789	0.0466994177
790	0.046646406
791	0.0465998445
792	0.04650718594
793	0.04644580607
794	0.04639067199
795	0.0462795271
796	0.04621645677
797	0.04615987239
798	0.04611117519
799	0.04602315683
800	0.04593715373
801	0.0458469719
802	0.0457187993
803	0.04565655855
804	0.04558789936
805	0.04551024938
806	0.04546742422
807	0.04541212424
808	0.04524260305
809	0.04515659882
810	0.04512895149
811	0.0450987793
812	0.04503941466
813	0.04499568398
814	0.0449338168
815	0.04485030813
816	0.04465244361
817	0.04461061032
818	0.04458627026
819	0.04451911712
820	0.04447732672
821	0.04434753915
822	0.04429854823
823	0.04425263087
824	0.04418084639
825	0.04407420554
826	0.04402093749
827	0.04392971754
828	0.04385725915
829	0.04381595392
830	0.04375524492
831	0.04364249684
832	0.04355825595
833	0.04349254752
834	0.04341003327
835	0.043373805
836	0.04326899075
837	0.0432013032
838	0.04306645724
839	0.04302965359
840	0.04296525633
841	0.04291804392
842	0.04282206855
843	0.04279562699
844	0.04277403341
845	0.04269376615
846	0.0426601782
847	0.04259556752
848	0.04250838106
849	0.04245930468
850	0.04235272432
851	0.04233617227
852	0.04231290093
853	0.04222371026
854	0.04217449613
855	0.04206602026
856	0.04203002828
857	0.04195676581
858	0.04188059112
859	0.0418507291
860	0.04179256276
861	0.04173953561
862	0.04169640388
863	0.04159259002
864	0.04151853987
865	0.0414710772
866	0.04138531452
867	0.0413148678
868	0.04123139522
869	0.04114930095
870	0.04108518234
871	0.04103636708
872	0.04092442409
873	0.04084587324
874	0.04082166934
875	0.04076772891
876	0.04069752474
877	0.04065025612
878	0.04060121414
879	0.04054026431
880	0.04045886268
881	0.0403817138
882	0.04032933026
883	0.04016115245
884	0.04002444263
885	0.03994706087
886	0.03983126208
887	0.0397662082
888	0.03971281668
889	0.03960405123
890	0.0395749244
891	0.03943599526
892	0.03937785757
893	0.03932666503
894	0.03927649405
895	0.03922226855
896	0.0391540405
897	0.03908521838
898	0.03905400139
899	0.03899562432
900	0.03893790599
901	0.03890104881
902	0.03885378344
903	0.03876818729
904	0.03870347899
905	0.03864094114
906	0.03859950599
907	0.03852390875
908	0.03847842987
909	0.03841245654
910	0.03834400259
911	0.038277522
912	0.03822097448
913	0.03819649845
914	0.03814766691
915	0.03811363386
916	0.0380058073
917	0.03793271538
918	0.03789568382
919	0.03785724117
920	0.03778143631
921	0.03775178025
922	0.03769350089
923	0.03763662381
924	0.03758675205
925	0.03753015325
926	0.03748066846
927	0.03742678865
928	0.03730865317
929	0.03724896905
930	0.03721495199
931	0.0371724871
932	0.03706789757
933	0.03703650385
934	0.03700248972
935	0.03693067315
936	0.03683830583
937	0.03677897498
938	0.03674015568
939	0.03660980138
940	0.03655217715
941	0.03652145527
942	0.03646872648
943	0.03641774187
944	0.03629959425
945	0.03628047498
946	0.03622574931
947	0.03619779942
948	0.03608334829
949	0.03606932054
950	0.03602695113
951	0.03599780732
952	0.03588147013
953	0.03582003707
954	0.0357435931
955	0.03570770012
956	0.03562589357
957	0.03554444479
958	0.03550649528
959	0.03546836083
960	0.03545296938
961	0.03542314069
962	0.0353687262
963	0.03535720334
964	0.03530439358
965	0.03526693509
966	0.03521786348
967	0.03515532081
968	0.03508677977
969	0.03499976813
970	0.03495010115
971	0.03491897028
972	0.03488810557
973	0.03486832023
974	0.03478129078
975	0.03474276084
976	0.03470759808
977	0.0346854337
978	0.03462309858
979	0.03456620772
980	0.03452456933
981	0.03449868456
982	0.0344502507
983	0.03437025785
984	0.03430743038
985	0.03420519658
986	0.03412535816
987	0.03409111607
988	0.03403113831
989	0.03398254273
990	0.03391354284
991	0.03384703774
992	0.03380641201
993	0.03378097879
994	0.03375744277
995	0.0337248363
996	0.03369667391
997	0.03367254939
998	0.03362279118
999	0.03357734439
